78fb4b0ed77cefc75843df370b2f11aa,0,1,1,0,0,0,1,1,0,0,1,0,46
8afb263d779be24c94f01046e5ec3e81,0,1,1,1,0,0,0,0,0,0,0,0,60
e5452e4ddb6acea8be708734a3a675cc,0,1,1,1,0,0,0,0,0,0,0,0,20
44ba67fd337b34f28931464ae58ca537,0,0,1,1,0,0,0,0,0,0,0,0,33
2c275f1dcc0842ceb0a84c74b03ba1a6,0,1,1,1,0,0,0,0,0,0,0,0,45
530816e11c39e9d9857b67446a0b51e9,0,1,1,1,0,0,1,0,0,0,0,0,35
44ff87fbe19630459c9a334192c1c498,0,1,1,1,0,0,0,0,1,0,0,0,28
7d4305835416b6d44ecc7090d19ab587,0,1,1,1,0,0,0,0,0,0,0,0,20
66b86c2c00f8afb6dd755b729149ed0e,0,0,0,1,0,0,0,0,0,0,0,1,13
b49bf6de708a0ea3c9d64a13964db787,0,1,1,1,0,0,0,0,0,0,0,0,32
4aae265edb87d877037116e982a95050,0,1,1,1,0,0,0,1,1,1,1,0,47
4ef9407ef9e78fec4c704823f7c65794,0,1,1,0,0,0,0,0,0,0,0,0,54
7e0560ab8a783e601f9218df38a760a4,0,1,1,1,0,0,0,0,0,0,0,0,20
32593b39f99bc09596adf653bb4c10f3,0,1,1,1,0,0,0,0,0,0,0,0,30
42ed5ea51b8e049aef9da3ed18d3ee64,0,1,1,1,0,0,0,0,0,0,0,0,25
efbc5160aa9e3479da1ca2be2d246c52,0,1,1,1,0,0,0,0,1,1,0,0,23
d221b46947fc086e7445590e2bd1e808,0,1,1,1,0,0,0,0,1,0,0,0,100
a688976b47df3243167b4ffa9a0128fc,0,0,0,1,0,0,0,0,0,0,0,0,45
8ddb21bcb5d2d2a5402998e8ec6250fc,0,1,1,1,0,0,0,0,0,0,0,0,24
25f491ef43cd9aea1579a34362ded24d,0,0,0,1,0,0,0,0,0,0,0,0,53
4c82ce76b6465f2d3ac1c919a0325d48,0,0,1,0,0,0,1,0,0,0,0,1,21
6d7ba5e8a0b67c711e56779addeefcad,0,1,1,1,0,0,0,0,0,0,0,0,63
ca2eaa448a89aa938df2a89614c46db7,0,1,1,1,0,0,0,0,1,1,0,0,39
ef61a6539e7713f5ae70ee4d887d4b4a,0,1,1,1,1,0,0,0,0,0,0,0,14
fe5df08da9ffe5de9a10ba740222b9e5,0,1,1,1,0,0,0,0,0,0,0,0,80
673dd6c60561189e318e5fbf37efc135,0,1,1,1,0,0,0,0,0,0,0,0,25
2fae7fce82368e49c7068298bf32fccb,1,1,1,1,0,0,0,0,0,0,0,0,27
f46f3079f84b9bbd6662ff01db4c57dd,0,1,1,1,0,0,0,0,1,1,0,0,38
f6318dbd1936efe4565c8364fedbbdd0,0,1,1,0,0,0,1,1,0,0,1,0,22
faa96f1229079881df2f1817eb184957,0,1,1,1,0,0,0,0,0,0,0,0,30
a37e9b3284d381855867ad30b1a9b0a2,0,1,1,1,0,0,1,0,0,0,0,0,27
